"Longitude","Latitude","Genus","Species","x"
-80.423279,37.227909,"Quercus","macrocarpa",293
-80.423248,37.227913,"Quercus","macrocarpa",253.75
-80.423325,37.227959,"Quercus","macrocarpa",264.333333333333
-80.419228,37.228027,"Quercus","macrocarpa",261.75
-80.423065,37.228111,"Quercus","macrocarpa",265
-80.423347,37.228127,"Quercus","macrocarpa",262.666666666667
-80.423065,37.228218,"Quercus","macrocarpa",269.125
-80.422836,37.228489,"Quercus","macrocarpa",106.75
-80.424004,37.228676,"Quercus","macrocarpa",276.333333333333
-80.420212,37.22897,"Quercus","macrocarpa",107.5
-80.41394,37.229572,"Quercus","macrocarpa",183.222222222222
-80.460831,37.237728,"Quercus","macrocarpa",260
-78.464355,37.871059,"Quercus","macrocarpa",259
-94.690666,38.799816,"Quercus","macrocarpa",208.333333333333
-100.366264,39.070278,"Quercus","macrocarpa",138
-85.242989,39.367615,"Quercus","macrocarpa",90
-104.87014,39.733765,"Quercus","macrocarpa",112
-82.411469,39.980976,"Quercus","macrocarpa",194.666666666667
-88.219818,40.108791,"Quercus","macrocarpa",107.4
-73.963432,40.665085,"Quercus","macrocarpa",263.666666666667
-111.969254,40.672852,"Quercus","macrocarpa",162.478260869565
-89.619469,40.700958,"Quercus","macrocarpa",85.3333333333333
-73.881592,40.863052,"Quercus","macrocarpa",165.166666666667
-95.98822,41.272411,"Quercus","macrocarpa",127
-88.297935,41.341278,"Quercus","macrocarpa",166.428571428571
-93.267967,41.558643,"Quercus","macrocarpa",258
-93.661819,41.569942,"Quercus","macrocarpa",273.307692307692
-93.642006,41.587875,"Quercus","macrocarpa",277
-93.284142,41.591492,"Quercus","macrocarpa",264.5
-93.627502,41.597977,"Quercus","macrocarpa",266.648648648649
-87.784401,41.668205,"Quercus","macrocarpa",259.888888888889
-87.784203,41.668213,"Quercus","macrocarpa",259.777777777778
-93.704475,41.674755,"Quercus","macrocarpa",299
-93.777473,41.777195,"Quercus","macrocarpa",276.666666666667
-88.503304,42.011166,"Quercus","macrocarpa",193.723214285714
-88.50972,42.170059,"Quercus","macrocarpa",98
-84.128387,42.285683,"Quercus","macrocarpa",175.230769230769
-88.458191,42.309204,"Quercus","macrocarpa",281
-71.084755,42.316795,"Quercus","macrocarpa",151.888888888889
-83.571907,42.383965,"Quercus","macrocarpa",289
-89.030907,42.503033,"Quercus","macrocarpa",239
-76.556999,42.518417,"Quercus","macrocarpa",186.266666666667
-88.007423,42.53529,"Quercus","macrocarpa",120
-90.48497,42.73381,"Quercus","macrocarpa",129.5
-90.478462,42.734161,"Quercus","macrocarpa",127
-88.536415,42.868156,"Quercus","macrocarpa",309
-106.31089,42.869232,"Quercus","macrocarpa",75
-89.367859,43.126411,"Quercus","macrocarpa",113.5
-96.722244,43.559166,"Quercus","macrocarpa",283
-96.325378,44.013351,"Quercus","macrocarpa",176.945945945946
-92.460548,44.046768,"Quercus","macrocarpa",105.6
-96.781822,44.311478,"Quercus","macrocarpa",309
-93.344765,44.423725,"Quercus","macrocarpa",128
-93.232292,44.846081,"Quercus","macrocarpa",294
-93.290176,44.881065,"Quercus","macrocarpa",226.809523809524
-92.789955,44.924969,"Quercus","macrocarpa",150.6
-93.134766,44.933666,"Quercus","macrocarpa",161.653846153846
-92.73378,44.937252,"Quercus","macrocarpa",121
-93.185822,44.986961,"Quercus","macrocarpa",214.5
-93.185486,44.987164,"Quercus","macrocarpa",246.454545454545
-93.107712,45.032539,"Quercus","macrocarpa",204
-93.355827,45.305565,"Quercus","macrocarpa",154
-93.821838,45.317341,"Quercus","macrocarpa",167.714285714286
-92.158867,45.317379,"Quercus","macrocarpa",87
-95.884605,45.622391,"Quercus","macrocarpa",181.090909090909
-108.539398,45.743057,"Quercus","macrocarpa",144
-97.217995,45.746323,"Quercus","macrocarpa",284.5
-96.061256,46.328629,"Quercus","macrocarpa",177.041666666667
-94.897476,46.917908,"Quercus","macrocarpa",111
-94.696556,46.996738,"Quercus","macrocarpa",254.142857142857
-94.447609,47.033489,"Quercus","macrocarpa",143.333333333333
-82.439514,34.922466,"Quercus","montana",56
-83.941086,35.633415,"Quercus","montana",211.214285714286
-83.687431,35.642353,"Quercus","montana",198.642105263158
-83.111603,35.770512,"Quercus","montana",212.903225806452
-79.94516,37.238335,"Quercus","montana",108
-79.963844,37.254807,"Quercus","montana",110.833333333333
-80.088806,37.381329,"Quercus","montana",289.970149253731
-85.763649,38.212112,"Quercus","montana",78.6666666666667
-85.760132,38.215046,"Quercus","montana",300
-85.759186,38.216541,"Quercus","montana",300
-85.759163,38.216564,"Quercus","montana",284.8
-85.762497,38.216927,"Quercus","montana",155.636363636364
-85.75795,38.217278,"Quercus","montana",103
-83.407051,38.979931,"Quercus","montana",316
-77.340401,39.247299,"Quercus","montana",115
-82.411469,39.980976,"Quercus","montana",170.75
-74.214233,40.130169,"Quercus","montana",166.9
-74.214554,40.130234,"Quercus","montana",138
-81.57325,41.139484,"Quercus","montana",282
-71.951324,42.092777,"Quercus","montana",197
-95.280891,31.966148,"Quercus","palustris",312
-86.686264,33.425774,"Quercus","palustris",94
-82.434921,34.925369,"Quercus","palustris",265
-97.446968,35.179035,"Quercus","palustris",88.4915254237288
-97.447586,35.17942,"Quercus","palustris",103
-83.183243,35.308296,"Quercus","palustris",272.7
-83.18454,35.309563,"Quercus","palustris",257.588235294118
-83.178535,35.310131,"Quercus","palustris",276.666666666667
-83.182861,35.311279,"Quercus","palustris",267.666666666667
-83.783287,35.603577,"Quercus","palustris",128
-83.965218,35.781132,"Quercus","palustris",128
-83.963531,35.788868,"Quercus","palustris",244.538461538462
-83.95253,35.859131,"Quercus","palustris",253.75
-76.679306,36.160412,"Quercus","palustris",286
-88.323036,36.612267,"Quercus","palustris",161
-80.403702,37.1959,"Quercus","palustris",102.6
-80.449104,37.2169,"Quercus","palustris",259.333333333333
-80.420219,37.222633,"Quercus","palustris",276.166666666667
-80.423187,37.222733,"Quercus","palustris",267.666666666667
-80.419586,37.223778,"Quercus","palustris",274.25
-80.423355,37.224499,"Quercus","palustris",284
-80.418488,37.224781,"Quercus","palustris",279
-80.416527,37.225632,"Quercus","palustris",262.666666666667
-80.414284,37.226017,"Quercus","palustris",262
-80.405327,37.232742,"Quercus","palustris",118
-80.421677,37.245232,"Quercus","palustris",270
-80.417297,37.247799,"Quercus","palustris",255
-79.963844,37.254807,"Quercus","palustris",112.4
-85.762497,38.216927,"Quercus","palustris",256
-75.605881,38.344891,"Quercus","palustris",71
-75.599365,38.360676,"Quercus","palustris",70
-77.018829,38.904755,"Quercus","palustris",279.166666666667
-77.029297,38.920509,"Quercus","palustris",100.666666666667
-77.037468,38.927025,"Quercus","palustris",299
-76.990936,38.928421,"Quercus","palustris",238
-77.119751,38.967636,"Quercus","palustris",115.222222222222
-76.940536,38.981617,"Quercus","palustris",276
-76.942184,38.982243,"Quercus","palustris",292.888888888889
-76.945892,38.983082,"Quercus","palustris",286.5
-76.937759,38.989697,"Quercus","palustris",281
-76.939781,38.992634,"Quercus","palustris",303.25
-76.941467,38.998642,"Quercus","palustris",285.333333333333
-76.641273,39.045753,"Quercus","palustris",281
-77.024651,39.394035,"Quercus","palustris",112
-76.628708,39.480644,"Quercus","palustris",150
-121.846344,39.727928,"Quercus","palustris",253.75
-77.569374,39.747726,"Quercus","palustris",210.9375
-77.507004,39.75843,"Quercus","palustris",163.636363636364
-98.579498,39.828201,"Quercus","palustris",269.5
-74.167046,39.935585,"Quercus","palustris",129.5
-82.865509,40.067184,"Quercus","palustris",99
-75.265617,40.101997,"Quercus","palustris",303
-74.214233,40.130169,"Quercus","palustris",165
-74.214554,40.130234,"Quercus","palustris",142
-75.06086,40.300999,"Quercus","palustris",267
-75.05806,40.341923,"Quercus","palustris",262.333333333333
-86.392509,40.534832,"Quercus","palustris",105
-73.599709,40.71516,"Quercus","palustris",254
-73.599762,40.715275,"Quercus","palustris",263.571428571429
-73.95639,40.798607,"Quercus","palustris",110.928571428571
-73.878471,40.860325,"Quercus","palustris",202.928571428571
-73.878471,40.86039,"Quercus","palustris",214.7
-73.878189,40.860519,"Quercus","palustris",198.375
-73.878441,40.860531,"Quercus","palustris",217.363636363636
-73.878464,40.863785,"Quercus","palustris",246.5
-73.879211,40.865597,"Quercus","palustris",202.4
-73.879341,40.866119,"Quercus","palustris",201.333333333333
-73.878731,40.86668,"Quercus","palustris",184.777777777778
-75.798615,41.070114,"Quercus","palustris",149
-85.130272,41.15958,"Quercus","palustris",167
-81.513634,41.190121,"Quercus","palustris",124
-93.67395,41.716537,"Quercus","palustris",290
-70.980988,41.81728,"Quercus","palustris",125
-71.258598,42.365437,"Quercus","palustris",274.296296296296
-85.680176,42.673229,"Quercus","palustris",213.25
-73.658546,42.712811,"Quercus","palustris",197.533333333333
-72.54509,43.6133,"Quercus","palustris",225.133333333333
-70.204201,44.106754,"Quercus","palustris",274.833333333333
-93.252892,44.718021,"Quercus","palustris",332
-93.290176,44.881065,"Quercus","palustris",219.6
-92.789955,44.924969,"Quercus","palustris",168.904761904762
-93.142731,44.980476,"Quercus","palustris",204.529411764706
-93.158249,44.982697,"Quercus","palustris",223.669724770642
-93.153481,45.028946,"Quercus","palustris",292
-86.776024,33.490917,"Quercus","phellos",104
-92.462051,35.074306,"Quercus","phellos",206.571428571429
-81.05629,35.169346,"Quercus","phellos",245.636363636364
-83.195366,35.353306,"Quercus","phellos",204.071428571429
-82.541122,35.484898,"Quercus","phellos",309.9375
-82.988747,35.488716,"Quercus","phellos",278
-82.605217,35.523987,"Quercus","phellos",240.588235294118
-78.899147,36.029877,"Quercus","phellos",167
-78.897537,36.030708,"Quercus","phellos",175.75
-78.897865,36.031437,"Quercus","phellos",167
-78.895111,36.031616,"Quercus","phellos",172
-80.206207,36.064461,"Quercus","phellos",285.066666666667
-86.782738,36.166332,"Quercus","phellos",93
-85.760132,38.215046,"Quercus","phellos",290.5
-85.760284,38.215073,"Quercus","phellos",300
-85.762001,38.215855,"Quercus","phellos",300
-85.762497,38.216927,"Quercus","phellos",167.824817518248
-85.759079,38.217709,"Quercus","phellos",300
-85.758453,38.252666,"Quercus","phellos",272.846153846154
-76.125397,38.858631,"Quercus","phellos",239.6
-76.942184,38.982243,"Quercus","phellos",291.5
-76.937759,38.989697,"Quercus","phellos",281
-76.933601,38.992535,"Quercus","phellos",334
-76.641273,39.045753,"Quercus","phellos",281
-76.699554,39.47728,"Quercus","phellos",295
-73.563881,42.402214,"Quercus","phellos",129
-96.970963,32.613674,"Quercus","rubra",203
-97.071976,32.638493,"Quercus","rubra",209.367088607595
-97.072449,32.639214,"Quercus","rubra",288
-84.355904,34.01189,"Quercus","rubra",165.809523809524
-84.976242,34.750999,"Quercus","rubra",252
-92.255386,34.786446,"Quercus","rubra",231
-80.931053,34.914013,"Quercus","rubra",109.4
-82.439514,34.922466,"Quercus","rubra",56
-84.820152,35.157925,"Quercus","rubra",308
-76.614723,35.192276,"Quercus","rubra",93
-82.642723,35.225719,"Quercus","rubra",218.5
-97.486832,35.260696,"Quercus","rubra",234.142857142857
-83.811615,35.460716,"Quercus","rubra",167.634146341463
-83.433441,35.463467,"Quercus","rubra",185.833333333333
-82.579247,35.476738,"Quercus","rubra",209.25
-82.541122,35.484898,"Quercus","rubra",300
-82.534576,35.485004,"Quercus","rubra",201.333333333333
-82.603394,35.499737,"Quercus","rubra",144
-83.309875,35.520927,"Quercus","rubra",145.020408163265
-82.621315,35.563446,"Quercus","rubra",196.666666666667
-83.074631,35.586998,"Quercus","rubra",198.393548387097
-83.053261,35.592316,"Quercus","rubra",282.333333333333
-82.49382,35.592937,"Quercus","rubra",103.333333333333
-87.229698,35.621964,"Quercus","rubra",239
-83.687721,35.639874,"Quercus","rubra",207.222222222222
-83.687431,35.642353,"Quercus","rubra",211.651162790698
-83.68988,35.644516,"Quercus","rubra",228.72972972973
-83.609718,35.696671,"Quercus","rubra",170.90625
-85.189629,35.834259,"Quercus","rubra",223.333333333333
-82.71479,35.839779,"Quercus","rubra",289.133333333333
-78.706451,35.885597,"Quercus","rubra",284
-78.713539,35.890461,"Quercus","rubra",81
-78.736519,35.914669,"Quercus","rubra",315
-78.748375,35.929985,"Quercus","rubra",301.166666666667
-78.731636,35.941898,"Quercus","rubra",304.4
-78.718491,35.944927,"Quercus","rubra",314.5
-83.497803,35.981258,"Quercus","rubra",235.5
-84.304649,36.012005,"Quercus","rubra",177
-86.685417,36.417171,"Quercus","rubra",241
-92.751999,36.524502,"Quercus","rubra",247.916666666667
-91.788452,36.658627,"Quercus","rubra",250
-88.756111,36.904778,"Quercus","rubra",106.8
-80.088455,37.189873,"Quercus","rubra",114
-80.451508,37.207977,"Quercus","rubra",278
-80.447021,37.212872,"Quercus","rubra",260.8
-80.425674,37.21833,"Quercus","rubra",254
-80.421867,37.222084,"Quercus","rubra",258.8
-80.417587,37.224689,"Quercus","rubra",107
-80.421265,37.22715,"Quercus","rubra",278
-80.424202,37.227238,"Quercus","rubra",277.666666666667
-80.423866,37.227535,"Quercus","rubra",303
-80.422218,37.227654,"Quercus","rubra",92.6666666666667
-80.422279,37.227661,"Quercus","rubra",99.92
-80.420403,37.227875,"Quercus","rubra",285.666666666667
-80.419296,37.228081,"Quercus","rubra",271.333333333333
-80.423347,37.228127,"Quercus","rubra",265
-80.420135,37.228733,"Quercus","rubra",103.2
-80.417892,37.228844,"Quercus","rubra",263
-80.41394,37.229572,"Quercus","rubra",130
-80.421501,37.229893,"Quercus","rubra",96.125
-80.421921,37.229961,"Quercus","rubra",109.5
-80.421524,37.23016,"Quercus","rubra",101.2
-80.418739,37.230289,"Quercus","rubra",270
-80.416107,37.230957,"Quercus","rubra",269
-80.411942,37.235519,"Quercus","rubra",268.25
-79.94516,37.238335,"Quercus","rubra",103.555555555556
-80.429794,37.244556,"Quercus","rubra",265
-80.412697,37.2458,"Quercus","rubra",279
-93.840454,37.420631,"Quercus","rubra",237
-92.958176,37.427532,"Quercus","rubra",172.111111111111
-122.25074,37.835827,"Quercus","rubra",261
-90.592308,37.894665,"Quercus","rubra",226
-87.430412,37.970123,"Quercus","rubra",239.666666666667
-84.501251,37.986835,"Quercus","rubra",289
-87.49691,38.010193,"Quercus","rubra",281.142857142857
-84.503693,38.015343,"Quercus","rubra",272
-84.504288,38.016506,"Quercus","rubra",272
-84.508263,38.019112,"Quercus","rubra",272
-84.508041,38.030636,"Quercus","rubra",272
-78.426704,38.194855,"Quercus","rubra",240.25
-85.77179,38.214298,"Quercus","rubra",187
-85.760132,38.215046,"Quercus","rubra",146.5
-85.759636,38.215633,"Quercus","rubra",319
-85.762001,38.215855,"Quercus","rubra",293.333333333333
-85.762497,38.216927,"Quercus","rubra",140.30612244898
-85.758446,38.218922,"Quercus","rubra",300
-77.521759,38.284821,"Quercus","rubra",239
-92.168747,38.55764,"Quercus","rubra",282
-90.199707,38.664127,"Quercus","rubra",288
-85.850945,38.685692,"Quercus","rubra",100
-90.305168,38.699291,"Quercus","rubra",98
-94.68634,38.786587,"Quercus","rubra",189.5
-77.051582,38.797791,"Quercus","rubra",276
-83.823738,38.82653,"Quercus","rubra",239.333333333333
-84.520149,38.882881,"Quercus","rubra",110
-77.038956,38.901936,"Quercus","rubra",292
-77.034302,38.906849,"Quercus","rubra",120.166666666667
-90.084717,38.909245,"Quercus","rubra",237
-77.070473,38.956398,"Quercus","rubra",102.5
-76.933601,38.992535,"Quercus","rubra",334
-77.105873,39.115051,"Quercus","rubra",103
-76.897888,39.201786,"Quercus","rubra",233
-77.340401,39.247299,"Quercus","rubra",120.5
-77.766342,39.259186,"Quercus","rubra",224.5
-77.740273,39.318905,"Quercus","rubra",156
-76.651367,39.31953,"Quercus","rubra",338.625
-94.759064,39.370327,"Quercus","rubra",217.5
-76.472946,39.381805,"Quercus","rubra",217
-77.617386,39.470772,"Quercus","rubra",314
-88.183289,39.50124,"Quercus","rubra",321
-77.450089,39.508736,"Quercus","rubra",283.571428571429
-78.94593,39.700169,"Quercus","rubra",117
-77.507004,39.75843,"Quercus","rubra",199.923076923077
-85.609932,39.79147,"Quercus","rubra",233
-75.972153,39.80019,"Quercus","rubra",208
-83.858879,39.816456,"Quercus","rubra",126
-75.353294,39.906479,"Quercus","rubra",316
-75.358482,39.908089,"Quercus","rubra",316
-83.80275,39.968002,"Quercus","rubra",228
-82.41301,39.979515,"Quercus","rubra",284.285714285714
-75.239441,39.993828,"Quercus","rubra",101.793650793651
-77.305557,40.031715,"Quercus","rubra",186.818181818182
-77.135651,40.063786,"Quercus","rubra",249.25
-76.931267,40.108326,"Quercus","rubra",119
-85.80529,40.141453,"Quercus","rubra",224.333333333333
-77.122719,40.152855,"Quercus","rubra",324
-75.470024,40.30006,"Quercus","rubra",170
-79.331215,40.404263,"Quercus","rubra",236
-75.78389,40.429977,"Quercus","rubra",112.666666666667
-79.954857,40.496513,"Quercus","rubra",241.5
-73.965942,40.669498,"Quercus","rubra",149.259259259259
-77.956192,40.710247,"Quercus","rubra",118
-81.885284,40.710339,"Quercus","rubra",175.523255813953
-73.599754,40.713669,"Quercus","rubra",279.307692307692
-73.679008,40.814957,"Quercus","rubra",304
-73.394836,40.852734,"Quercus","rubra",233.333333333333
-73.878471,40.86039,"Quercus","rubra",196.965517241379
-73.879005,40.861065,"Quercus","rubra",202.454545454545
-73.875191,40.862221,"Quercus","rubra",213.939393939394
-73.876656,40.863445,"Quercus","rubra",199.485436893204
-73.882172,40.865379,"Quercus","rubra",167.75
-73.882217,40.865631,"Quercus","rubra",181.2
-73.879341,40.866119,"Quercus","rubra",187.96875
-73.875717,40.866283,"Quercus","rubra",213.413793103448
-73.878731,40.86668,"Quercus","rubra",192.9
-73.900909,40.912594,"Quercus","rubra",101
-73.689102,40.976376,"Quercus","rubra",317
-73.688675,40.976433,"Quercus","rubra",266
-82.000015,41.035931,"Quercus","rubra",135
-73.950333,41.041992,"Quercus","rubra",205.5
-74.025383,41.093391,"Quercus","rubra",250.2
-80.097267,41.159523,"Quercus","rubra",242.25
-73.622284,41.185341,"Quercus","rubra",133.117647058824
-95.782738,41.210995,"Quercus","rubra",229.333333333333
-73.826889,41.211025,"Quercus","rubra",189.848739495798
-74.360527,41.261021,"Quercus","rubra",254.25
-87.073982,41.280823,"Quercus","rubra",232.25
-91.693176,41.292011,"Quercus","rubra",236.5
-82.166313,41.469364,"Quercus","rubra",78
-73.246613,41.541645,"Quercus","rubra",219.5
-73.895546,41.667408,"Quercus","rubra",217.55
-93.704475,41.674755,"Quercus","rubra",299
-73.89653,41.689362,"Quercus","rubra",115.75
-73.226364,41.730911,"Quercus","rubra",250
-73.732552,41.78344,"Quercus","rubra",179.143939393939
-74.126534,41.795734,"Quercus","rubra",190.56
-71.336823,41.813477,"Quercus","rubra",123
-73.620338,41.856613,"Quercus","rubra",283.828571428571
-89.896103,41.9772,"Quercus","rubra",101
-87.663048,41.990128,"Quercus","rubra",287
-87.658768,41.995506,"Quercus","rubra",278
-87.657761,41.998508,"Quercus","rubra",245.833333333333
-87.656898,42.000156,"Quercus","rubra",269.666666666667
-87.657021,42.000263,"Quercus","rubra",104
-80.335876,42.01947,"Quercus","rubra",303
-71.922791,42.031719,"Quercus","rubra",207
-87.687683,42.04314,"Quercus","rubra",166.818181818182
-71.927605,42.043365,"Quercus","rubra",202.8
-71.90567,42.048763,"Quercus","rubra",204.5
-71.040581,42.082413,"Quercus","rubra",134
-71.041908,42.084774,"Quercus","rubra",186.727272727273
-73.453377,42.092869,"Quercus","rubra",136.333333333333
-79.269127,42.09705,"Quercus","rubra",257.5
-74.299873,42.101048,"Quercus","rubra",249.75
-73.406525,42.107063,"Quercus","rubra",125
-71.906105,42.10902,"Quercus","rubra",201
-80.014175,42.130302,"Quercus","rubra",257.5
-78.281723,42.140476,"Quercus","rubra",228.5
-73.378174,42.14682,"Quercus","rubra",179.964285714286
-73.417557,42.147518,"Quercus","rubra",169.625
-71.91584,42.150742,"Quercus","rubra",290.75
-71.911346,42.15942,"Quercus","rubra",173
-90.326866,42.205841,"Quercus","rubra",166.8
-77.787331,42.255615,"Quercus","rubra",114.75
-73.59346,42.270908,"Quercus","rubra",208.538461538462
-84.128387,42.285683,"Quercus","rubra",179.333333333333
-72.659904,42.286816,"Quercus","rubra",135.285714285714
-71.124771,42.300278,"Quercus","rubra",233.777777777778
-71.115143,42.309734,"Quercus","rubra",221.333333333333
-71.170273,42.33514,"Quercus","rubra",239.125
-71.246376,42.343227,"Quercus","rubra",286.891891891892
-71.26149,42.363464,"Quercus","rubra",264
-71.258598,42.365437,"Quercus","rubra",270.327586206897
-71.258736,42.366283,"Quercus","rubra",273.164179104478
-71.257408,42.366829,"Quercus","rubra",285.352941176471
-71.11087,42.374451,"Quercus","rubra",97
-88.370796,42.383469,"Quercus","rubra",123
-71.022293,42.411251,"Quercus","rubra",206
-72.428421,42.44883,"Quercus","rubra",307.5
-76.497223,42.455273,"Quercus","rubra",173.411764705882
-82.964958,42.457664,"Quercus","rubra",97.5
-72.118774,42.482925,"Quercus","rubra",127
-62.885742,42.4883,"Quercus","rubra",272.714285714286
-74.140076,42.515305,"Quercus","rubra",177.675675675676
-76.556999,42.518417,"Quercus","rubra",181.454545454545
-71.3545,42.546036,"Quercus","rubra",187.072463768116
-86.227997,42.57737,"Quercus","rubra",302.5
-71.242645,42.605289,"Quercus","rubra",292.5
-71.965851,42.611107,"Quercus","rubra",129.666666666667
-82.944817,42.63335,"Quercus","rubra",212.5
-72.185913,42.673504,"Quercus","rubra",177.3
-75.666634,42.755417,"Quercus","rubra",286.666666666667
-75.665657,42.75666,"Quercus","rubra",279.625
-75.663376,42.758427,"Quercus","rubra",282.333333333333
-78.619591,42.763412,"Quercus","rubra",163.291666666667
-77.820496,42.79649,"Quercus","rubra",291.694444444444
-88.536415,42.868156,"Quercus","rubra",309
-73.433449,42.936153,"Quercus","rubra",194.071428571429
-72.447968,42.967396,"Quercus","rubra",125
-88.164078,42.98386,"Quercus","rubra",319
-88.476479,43.015816,"Quercus","rubra",311
-89.322929,43.052647,"Quercus","rubra",211.75
-89.319557,43.054859,"Quercus","rubra",189
-70.69133,43.08535,"Quercus","rubra",180.68
-73.591904,43.09248,"Quercus","rubra",185.542168674699
-90.042336,43.104828,"Quercus","rubra",124.666666666667
-89.370369,43.126026,"Quercus","rubra",118
-89.363533,43.128765,"Quercus","rubra",183
-72.443977,43.133411,"Quercus","rubra",301
-71.209297,43.144962,"Quercus","rubra",222.25
-70.84053,43.151455,"Quercus","rubra",270.411764705882
-71.324806,43.300652,"Quercus","rubra",199
-70.557152,43.346775,"Quercus","rubra",213.275
-70.384727,43.457703,"Quercus","rubra",263
-70.414711,43.472893,"Quercus","rubra",297
-70.684097,43.485798,"Quercus","rubra",229.333333333333
-70.336418,43.609581,"Quercus","rubra",294
-72.54509,43.6133,"Quercus","rubra",239.037037037037
-72.518349,43.628536,"Quercus","rubra",170.4
-87.777641,43.628811,"Quercus","rubra",307
-70.382561,43.634499,"Quercus","rubra",275
-70.402718,43.637226,"Quercus","rubra",111.666666666667
-70.270424,43.692337,"Quercus","rubra",175.604166666667
-70.698067,43.740105,"Quercus","rubra",108
-70.332298,43.775387,"Quercus","rubra",135.75
-72.229866,43.81374,"Quercus","rubra",261
-71.940529,43.880802,"Quercus","rubra",194.75
-70.364349,44.113251,"Quercus","rubra",245.5
-89.271324,44.144447,"Quercus","rubra",233.25
-92.646301,44.201355,"Quercus","rubra",134.578947368421
-86.148796,44.239376,"Quercus","rubra",267.333333333333
-70.315315,44.277962,"Quercus","rubra",126
-69.796761,44.278259,"Quercus","rubra",121.666666666667
-93.975426,44.319633,"Quercus","rubra",181
-93.975334,44.320057,"Quercus","rubra",181
-93.972511,44.321655,"Quercus","rubra",181
-93.975739,44.32375,"Quercus","rubra",181
-93.977547,44.32415,"Quercus","rubra",181
-93.955688,44.325893,"Quercus","rubra",181
-75.908867,44.340019,"Quercus","rubra",134
-72.46122,44.34095,"Quercus","rubra",126.714285714286
-69.311577,44.394394,"Quercus","rubra",170.772727272727
-73.202827,44.446484,"Quercus","rubra",112
-73.206642,44.474133,"Quercus","rubra",95.25
-90.130013,44.505775,"Quercus","rubra",279.333333333333
-93.632935,44.65258,"Quercus","rubra",120.818181818182
-73.576591,44.730141,"Quercus","rubra",257
-68.720551,44.836506,"Quercus","rubra",155
-93.358376,44.915478,"Quercus","rubra",119.333333333333
-68.688423,44.915829,"Quercus","rubra",294
-92.789955,44.924969,"Quercus","rubra",167.857142857143
-93.282776,44.934433,"Quercus","rubra",160.210526315789
-93.181702,44.978004,"Quercus","rubra",95
-93.142731,44.980476,"Quercus","rubra",159.087719298246
-93.131744,44.990288,"Quercus","rubra",178.133333333333
-70.319252,45.118938,"Quercus","rubra",153.666666666667
-89.848251,45.177551,"Quercus","rubra",213.066666666667
-93.355827,45.305565,"Quercus","rubra",154
-93.891396,45.324078,"Quercus","rubra",109
-93.204147,45.402004,"Quercus","rubra",176.95652173913
-93.199257,45.407852,"Quercus","rubra",171.43949044586
-93.186249,45.425339,"Quercus","rubra",168.432432432432
-92.270836,45.539204,"Quercus","rubra",131.666666666667
-87.457619,46.557777,"Quercus","rubra",264.75
-68.481377,46.740166,"Quercus","rubra",138.5
-68.483543,46.740944,"Quercus","rubra",142
-92.085083,46.817535,"Quercus","rubra",107
-94.696556,46.996738,"Quercus","rubra",260.333333333333
-94.447609,47.033489,"Quercus","rubra",133.75
-93.469864,47.531052,"Quercus","rubra",144
-90.424248,48.045929,"Quercus","rubra",240
-95.280891,31.966148,"Quercus","shumardii",313
-92.751999,36.524502,"Quercus","shumardii",182.125
-85.762497,38.216927,"Quercus","shumardii",89
-98.579498,39.828201,"Quercus","shumardii",267.75
-75.058174,40.341476,"Quercus","shumardii",271
-81.633675,34.477066,"Quercus","velutina",108.5
-97.446884,35.179497,"Quercus","velutina",61
-86.580444,35.51749,"Quercus","velutina",234
-83.309875,35.520927,"Quercus","velutina",136.95652173913
-83.941086,35.633415,"Quercus","velutina",172.703703703704
-83.68988,35.644516,"Quercus","velutina",227.974358974359
-83.501266,35.688396,"Quercus","velutina",202.583333333333
-80.5233,37.096001,"Quercus","velutina",260
-80.424522,37.217918,"Quercus","velutina",265.555555555556
-80.416328,37.220814,"Quercus","velutina",77
-80.438652,37.227467,"Quercus","velutina",259
-80.411942,37.235519,"Quercus","velutina",268.25
-80.411507,37.236149,"Quercus","velutina",257.166666666667
-79.94516,37.238335,"Quercus","velutina",107.666666666667
-79.963844,37.254807,"Quercus","velutina",112.666666666667
-79.901085,37.313286,"Quercus","velutina",106
-77.116959,40.178272,"Quercus","velutina",148.365853658537
-75.160225,40.297539,"Quercus","velutina",302
-75.158821,40.298767,"Quercus","velutina",295
-76.924904,40.412285,"Quercus","velutina",179.869565217391
-73.878471,40.860325,"Quercus","velutina",237.588235294118
-73.878189,40.860519,"Quercus","velutina",175.166666666667
-73.878441,40.860531,"Quercus","velutina",214.875
-73.875191,40.862221,"Quercus","velutina",208.9375
-73.876656,40.863445,"Quercus","velutina",209.810810810811
-73.878464,40.863785,"Quercus","velutina",269.142857142857
-73.875717,40.866283,"Quercus","velutina",203.362763915547
-87.784203,41.668213,"Quercus","velutina",308
-73.933533,41.724182,"Quercus","velutina",277.808988764045
-87.660278,42.002048,"Quercus","velutina",238
-71.951324,42.092777,"Quercus","velutina",197
-71.140724,42.251423,"Quercus","velutina",180.6
-71.410568,42.30077,"Quercus","velutina",261.428571428571
-71.258598,42.365437,"Quercus","velutina",266.354430379747
-70.69133,43.08535,"Quercus","velutina",197.797101449275
-93.296257,44.893559,"Quercus","velutina",261.75
-82.780289,27.780294,"Quercus","virginiana",57
-82.757439,27.800741,"Quercus","virginiana",34.875
-82.725639,27.929228,"Quercus","virginiana",117.890909090909
